Transaction Time|Client Transaction Id|Transaction Id|IP Address|Event Type|A Party Msisdn|B Party Msisdn|input|Result Code|Result Description|Service Class|Requested Product ID|Product Name|Product Type|Product Cost|Applied product cost|Product Validity|Access Channel|Access Code|Charge Indicator|Vat Fee|Language Id|Iname|Circle Code|Pay Source|Send sms|Skip charging|Bill Cycle ID|User ID|Origin Host|Faf Indicator|Faf MSISDN|Offer ID|New Imei|Old Imei|Dealer ID|Transfer Remark|DrCr|Subscription Date|Expiry Date|Last Renewal Date|Grace Expiry Date|Status|Subscription Mode|Network Status|Last Status|Status Change time|Command Count|Charging Session Id|Notification Message|Commission Fee|Transfer Fee|GL Code|State|Subscriber Type|OpParam1|OpParam2|OpParam3|OpParam4|OpParam5|OpParam6|OpParam7|OpParam8|OpParam9|OpParam10|OpParam11|OpParam12|TDF_Event_Class|TDF_Event_Name||TDF_Periodic_Charge|TDF_Usage|External Data1|External Data2|External Data3|External Data4|Callback|ParentProductSPInfo
25/06/2019 11:02:39:057|12345|2532966159030|10.95.214.136|RACT|971520000250||RACT_MeMineNatRec|4012|FAILURE|1002|1697|MeMineNatRec|Voice|1000|0|30 Days|WEB|TIBCO RACT_UAE_Voice_1697||5|2|TIBCO|UAE|ScapV2||false|||||||||||||||||Renewal||||0|2532966159030|You do not have sufficient balance to purchase the bundle. Please recharge and try again. Thank You|||||||||||||||||||||||||||false|
25/06/2019 11:03:04:477|12345|2532966184280|10.95.214.136|RACT|971520000250||RACT_MeMineNatRec|0|SUCCESS|1002|1697|MeMineNatRec|Voice|1000|1000|30 Days|WEB|TIBCO RACT_UAE_Voice_1697|Reserve-Commit|5|2|TIBCO|UAE|ScapV2||false|||||||||||||25/07/2019 11:03:04:000||||Renewal||||3|2532966184280|Your Me&amp;Mine National is ready to use.  You can now start enjoying discounts to your Me&amp;Mine National numbers.||||||||||||||||||Booster|MeMine Nat Actvtn||BstrM&mNatRenew||||||false|
25/06/2019 11:03:32:567|12345|2532966212389|10.95.214.136|RACT|971520000280||RACT_MeMineNatRec|0|SUCCESS|1001|1697|MeMineNatRec|Voice|1000|1000|30 Days|WEB|TIBCO RACT_UAE_Voice_1697|Reserve-Commit|5|2|TIBCO|UAE|ScapV2||false|||||||||||||25/07/2019 11:03:32:000||||Renewal||||3|2532966212389|Your Me&amp;Mine National is ready to use.  You can now start enjoying discounts to your Me&amp;Mine National numbers.||||||||||||||||||Booster|MeMine Nat Actvtn||BstrM&mNatRenew||||||false|
25/06/2019 11:03:45:863|234872789|2532966226019|10.95.214.136|LIST_DU_FAF|971520000280||LIST_MeMineChgFaFIntl|0|SUCCESS|1001|1801|MeMineChgFaFIntl|FAF|0|0|1 Hours|WEB|TIBCO LIST_UAE_FAF_1801||5|2|TIBCO|UAE|AIR||false||||||||||||25/06/2019 11:03:45:000|25/06/2019 12:03:45:000||||Adhoc||||1|2532966226019|View FaF request is successful.|||||||||||||||||||||||||||false|
25/06/2019 11:04:02:139|234872789|2532966242296|10.95.214.136|LIST_DU_FAF|971520000280||LIST_MeMineChgFaFNat|0|SUCCESS|1001|1793|MeMineChgFaFNat|FAF|0|0|1 Hours|WEB|TIBCO LIST_UAE_FAF_1793||5|2|TIBCO|UAE|AIR||false||||||||||||25/06/2019 11:04:02:000|25/06/2019 12:04:02:000||||Adhoc||||1|2532966242296|View FaF request is successful.|||||||||||||||||||||||||||false|
25/06/2019 11:04:39:535|234872789|2532966279680|10.95.214.136|LIST_DU_FAF|971520000280||LIST_MeMineChgFaFNat|0|SUCCESS|1001|1793|MeMineChgFaFNat|FAF|0|0|1 Hours|WEB|TIBCO LIST_UAE_FAF_1793||5|2|TIBCO|UAE|AIR||false||||||||||||25/06/2019 11:04:39:000|25/06/2019 12:04:39:000||||Adhoc||||1|2532966279680|View FaF request is successful.|||||||||||||||||||||||||||false|
25/06/2019 11:04:47:594|234872789|2532966287750|10.95.214.136|LIST_DU_FAF|971520000280||LIST_MeMineChgFaFIntl|0|SUCCESS|1001|1801|MeMineChgFaFIntl|FAF|0|0|1 Hours|WEB|TIBCO LIST_UAE_FAF_1801||5|2|TIBCO|UAE|AIR||false||||||||||||25/06/2019 11:04:47:000|25/06/2019 12:04:47:000||||Adhoc||||1|2532966287750|View FaF request is successful.|||||||||||||||||||||||||||false|
25/06/2019 11:04:55:670|1561446295516|||USSDBrowsing|971520001714||||||||||||USSD|*135*59*2#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
25/06/2019 11:05:05:990|234872789|2532966306136|10.95.214.136|LIST_DU_FAF|971520000280||LIST_MeMineChgFaFNat|0|SUCCESS|1001|1793|MeMineChgFaFNat|FAF|0|0|1 Hours|WEB|TIBCO LIST_UAE_FAF_1793||5|2|TIBCO|UAE|AIR||false||||||||||||25/06/2019 11:05:05:000|25/06/2019 12:05:05:000||||Adhoc||||1|2532966306136|View FaF request is successful.|||||||||||||||||||||||||||false|
25/06/2019 11:05:21:466|1231294531023|2532966321489|10.95.214.136|ADD_DU_FAF|971520000280|971520000250|ADD_MeMineChgFaFNat|0|SUCCESS|1001|1793|MeMineChgFaFNat|FAF|0|0|1 Hours|WEB|TIBCO ADD_UAE_FAF_1793||5|2|TIBCO|UAE|AIR||true|01|||100|971520000250|||||||25/06/2019 11:05:21:000|25/06/2019 12:05:21:000||||Adhoc||||1|2532966321489|Add FaF MSISDN request is successful.|||||||||||||||||||||||||||false|
25/06/2019 11:05:46:353|234872789|2532966346513|10.95.214.136|LIST_DU_FAF|971520000280||LIST_MeMineChgFaFIntl|0|SUCCESS|1001|1801|MeMineChgFaFIntl|FAF|0|0|1 Hours|WEB|TIBCO LIST_UAE_FAF_1801||5|2|TIBCO|UAE|AIR||false||||||||||||25/06/2019 11:05:46:000|25/06/2019 12:05:46:000||||Adhoc||||1|2532966346513|View FaF request is successful.|||||||||||||||||||||||||||false|
25/06/2019 11:05:46:557|1000100801|2532966348355|10.95.214.136|RPRK|971520002219||RACT_ICP_Monthly2|4012|FAILURE|1002|2100|ICP_Monthly2|Data|12000|0|30 Days|WEB|TIBCO RACT_UAE_Data_2100||5|2|TIBCO|UAE|ScapV2||false|||SIEBEL||||||SIEBEL||||||||Renewal||||1|2532966348355|You don't have sufficient balance to activate Monthly Internet Calling Pack Plus. Recharge with AED 126 within 7 days and your service will be activated immediately||||||SIEBEL||||||||||||Data|D_Merc2Monthly_N|C_Mercury2MSubPark_N|||||||false|
25/06/2019 11:05:56:086|234872789|2532966356186|10.95.214.136|ADD_DU_FAF|971520000280|971520000301|ADD_MeMineChgFaFIntl|9001|FAILURE|1001|1801|MeMineChgFaFIntl|FAF|0|0|1 Hours|WEB|TIBCO ADD_UAE_FAF_1801||5|2|TIBCO|UAE|AIR||false|01|||100|971520000301|||||||25/06/2019 11:05:56:000|25/06/2019 12:05:56:000||||Adhoc||||0|2532966356186|Add FaF MSISDN request has failed.|||||||||||||||||||||||||||false|
25/06/2019 11:06:03:048|1561446362796|||USSDBrowsing|971520001714||||||||||||USSD|*135*116*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
25/06/2019 11:06:03:462|1000100802|2532966365350|10.95.214.136|RACT|971520002219||RACT_ICP_Monthly2|4012|FAILURE|1002|2100|ICP_Monthly2|Data|12000|0|30 Days|WEB|TIBCO RACT_UAE_Data_2100||5|2|TIBCO|UAE|ScapV2||false|||SIEBEL||||||SIEBEL||||||||Renewal||||0|2532966365350|You don't have sufficient balance to activate Monthly Internet Calling Pack Plus. Recharge with AED 126 within 7 days and your service will be activated immediately||||||SIEBEL||||||||||||Data|D_Merc2MRbckAct_N|C_Merc2MRollBckAct_N|||||||false|
25/06/2019 11:06:04:098|234872789|2532966364184|10.95.214.136|ADD_DU_FAF|971520000280|971520000300|ADD_MeMineChgFaFIntl|9001|FAILURE|1001|1801|MeMineChgFaFIntl|FAF|0|0|1 Hours|WEB|TIBCO ADD_UAE_FAF_1801||5|2|TIBCO|UAE|AIR||false|01|||100|971520000300|||||||25/06/2019 11:06:04:000|25/06/2019 12:06:04:000||||Adhoc||||0|2532966364184|Add FaF MSISDN request has failed.|||||||||||||||||||||||||||false|
25/06/2019 11:06:12:143|1561446362796|2532966373830|10.95.214.136|NACT|971520001714||NACT_IDDCap_3721_SMS7135_246|0|SUCCESS|1001|2072|IDDCap_3721_SMS7135_246|SMS|0|0|1 Days|USSD|*135*116*1*1*1#||5|2|USSD|UAE|ScapV2||true||||||||||||25/06/2019 11:06:12:000|26/06/2019 11:06:12:000||||Adhoc||||0|2532966373830|1000 International Minutes with Friends &amp; Family bundles starting from 69 dirhams. Dial *135*90#. Thanks for using du interactive service|||||||||||||||||||||||||||false|
25/06/2019 11:06:12:179|1561446362796|||USSDBrowsing|971520001714||||||||||||USSD|*135*116*1*1*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
25/06/2019 11:06:19:516|234872777|2533033380175|10.95.214.136|NACT|971587000998||NACT_DebitCredit|0|SUCCESS|1003|2058|DebitCredit|Others|0|0|9999 Days|WEB|TIBCO NACT_UAE_Others_2058|Reserve-Commit|0|1|TIBCO|UAE|ScapV2||false|||||||||||CR|25/06/2019 11:06:19:000|09/11/2046 11:06:19:000||||Adhoc||||1|2533033380175|Your account has been credited successfully. For balance enquiries, dial *135#. Get daily deals on international &amp; local mins, data, SMS and more, just dial *055#||||||Complaint|Micro Data|General Cash|2||||||||||||||||||false|
25/06/2019 11:07:08:311|1000100803|2532966429777|10.95.214.136|RACT|971520002219||RACT_ICP_Monthly2|0|SUCCESS|1002|2100|ICP_Monthly2|Data|12000|12000|30 Days|WEB|TIBCO RACT_UAE_Data_2100|Reserve-Commit|5|2|TIBCO|UAE|ScapV2||false|||SIEBEL||||||SIEBEL||||25/07/2019 11:07:08:000||||Renewal|SubscriptionInProgress|||1|2532966429777|We got your request to activate Monthly Internet Calling Pack Plus. We'll send you a confirmation SMS upon successful activation.||||||SIEBEL||||||||||||Data|D_Merc2Monthly_N|C_Merc2MPendingAct_N|||||||false|
25/06/2019 11:07:09:062|2532966429777|2532966431091|10.95.214.136|RACT|971520002219||RACT_ICP_Monthly2|0|SUCCESS|1002|2100|ICP_Monthly2|Data|12000|0|30 Days|WEB|TIBCO RACT_UAE_Data_2100||5|2|TIBCO|UAE|ScapV2||true|||||||||||||25/07/2019 11:07:09:000||||Renewal|SubscriptionCompleted|||1|2532966431091|Monthly Internet Calling Pack Plus is now active. You'll be charged AED126/month (VAT inclusive) auto renewed. SMS 'STOP ICP' to 1012 to unsubscribe any time. Data charged apply||||||SIEBEL||||||||||||||C_Merc2MOptIn_N|Mercury2Monthly_PC||||||true|
25/06/2019 11:07:19:373|234872777|2533033440039|10.95.214.136|NACT|971587000998||NACT_DebitCredit|0|SUCCESS|1003|2058|DebitCredit|Others|0|0|9999 Days|WEB|TIBCO NACT_UAE_Others_2058|Reserve-Commit|0|1|TIBCO|UAE|ScapV2||false|||||||||||CR|25/06/2019 11:07:19:000|09/11/2046 11:07:19:000||||Adhoc||||1|2533033440039|Your account has been credited successfully. For balance enquiries, dial *135#. Get daily deals on international &amp; local mins, data, SMS and more, just dial *055#||||||Complaint|Micro Data|General Cash|2||||||||||||||||||false|
