Transaction Time|Client Transaction Id|Transaction Id|IP Address|Event Type|A Party Msisdn|B Party Msisdn|input|Result Code|Result Description|Service Class|Requested Product ID|Product Name|Product Type|Product Cost|Applied product cost|Product Validity|Access Channel|Access Code|Charge Indicator|Vat Fee|Language Id|Iname|Circle Code|Pay Source|Send sms|Skip charging|Bill Cycle ID|User ID|Origin Host|Faf Indicator|Faf MSISDN|Offer ID|New Imei|Old Imei|Dealer ID|Transfer Remark|DrCr|Subscription Date|Expiry Date|Last Renewal Date|Grace Expiry Date|Status|Subscription Mode|Network Status|Last Status|Status Change time|Command Count|Charging Session Id|Notification Message|Commission Fee|Transfer Fee|GL Code|State|Subscriber Type|OpParam1|OpParam2|OpParam3|OpParam4|OpParam5|OpParam6|OpParam7|OpParam8|OpParam9|OpParam10|OpParam11|OpParam12|TDF_Event_Class|TDF_Event_Name|TDF_Voucher_Type|TDF_Periodic_Charge|TDF_Usage|External Data1|External Data2|External Data3|External Data4|Callback|ParentProductSPInfo
12/06/2019 13:02:41:382|12923205233192067|12923205233192067|10.95.214.136|AUTACT|971520001008||NACT_NonstopDailyDBundle3AED|0|SUCCESS|1001|1146|NonstopDailyDBundle3AED|Data|300|300|1 Days|WEB|RS NACT_UAE_Data_1146|Reserve-Commit|5|2|RS|UAE|ScapV2|true|false||||||||||||11/05/2019 13:02:39:000|12/06/2019 13:02:41:000|11/06/2019 13:02:41:000|13/06/2019 13:02:41:000|active|Renewal||active||3|12923205233192067|Your nonstop daily data bundle is renewed. Enjoy nonstop daily data at 192Kbps speed with a fair usage limit of 150MB. After fair usage, speed will be reduced. Bundle will be automatically renewed daily for AED 3. Dial *135*777# to manage subscription.|||||||||||||||||||||||||||false|
12/06/2019 13:02:52:370|1560330172025|2531903172358|10.95.214.136|NACT|971573000011||NACT_MenuRedirect2|0|SUCCESS|1001|1807|MenuRedirect2|Others|0|0|1 Days|USSD|*135*77*4*2*3*1#||5|2|USSD|UAE|ScapV2||true||||||||||||12/06/2019 13:02:52:000|13/06/2019 13:02:52:000||||Adhoc||||0|2531903172358||||||||||||||||||||||||||||false|
12/06/2019 13:02:52:581|1560330172025|2531903172358|10.95.214.136|NACT|971573000011||NACT_MenuRedirect22|0|SUCCESS|1001|1901|MenuRedirect22|Others|0|0|1 Days|USSD|*135*77*4*2*3*1#||5|2|USSD|UAE|ScapV2||false||||||||||||12/06/2019 13:02:52:000|13/06/2019 13:02:52:000||||Adhoc||||0|2531903172358||||||||||||||||||||||||||||false|
12/06/2019 13:02:52:675|1560330172025|||USSDBrowsing|971573000011||||||||||||USSD|*135*77*5*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
12/06/2019 13:02:56:121|1560330172025|||USSDBrowsing|971573000011||||||||||||USSD|*135*77*5*1*3#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
12/06/2019 13:03:01:252|1560330172025|||USSDBrowsing|971573000011||||||||||||USSD|*135*77*5*1*3*4#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
12/06/2019 13:03:09:469|1560330172025|2531903189346|10.95.214.136|OPTOUT|971573000011||OPTOUT_30min1.5GBAED50Mon|0|SUCCESS|1001|1154|30min1.5GBAED50Mon|Combo|5000|0|30 Days|USSD|*135*77*5*1*3*4*2#||5|2|USSD|UAE|ScapV2||true|||||||||||||12/07/2019 13:03:09:000||||Renewal|SubscriptionCompleted|||0|2531903189346|Your request is being processed. You will receive  a confirmation SMS shortly.|||||||||||||||||||||||||||false|
12/06/2019 13:03:09:472|1560330172025|||USSDBrowsing|971573000011||||||||||||USSD|*135*77*5*1*3*4*2#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
12/06/2019 13:03:18:666|1000093587|2531850199195|10.95.214.136|RACT|971520000668||RACT_MeMineIntlRec|9001|FAILURE|1152|1698|MeMineIntlRec|Voice|1000|0|30 Days|WEB|TIBCO RACT_UAE_Voice_1698||5|2|TIBCO|UAE|AIR||false|||SIEBEL||||||SIEBEL||||||||Renewal||||0|2531850199195|Sorry, Your Request Can't be fulfilled|||||||||||||||||||||||||||false|
12/06/2019 13:03:59:901|1000093588|2531850240485|10.95.214.136|RACT|971520000668||RACT_MeMineIntlRec|9001|FAILURE|1152|1698|MeMineIntlRec|Voice|1000|0|30 Days|WEB|TIBCO RACT_UAE_Voice_1698||5|2|TIBCO|UAE|AIR||false|||SIEBEL||||||SIEBEL||||||||Renewal||||0|2531850240485|Sorry, Your Request Can't be fulfilled|||||||||||||||||||||||||||false|
